transaction_id,date,district,asset_type,transaction_value_aed,size_sqm,price_per_sqm,buyer_type
TXN-00518,2024-08-12,Al Maqta,office,3767000,353,10671,fund
TXN-01573,2024-08-12,Al Bateen,apartment,1684000,65,25904,corporate
TXN-02667,2024-08-12,Al Shamkha,townhouse,2429000,300,8098,individual
TXN-03045,2024-08-12,Danet Abu Dhabi,hotel,93390000,10644,8774,individual
TXN-03612,2024-08-12,Al Bateen,office,24886000,1100,22624,corporate
TXN-04586,2024-08-12,Al Zahiyah,apartment,3358000,249,13485,fund
TXN-00591,2024-08-13,Al Ghadeer,townhouse,1537000,200,7686,developer
TXN-03435,2024-08-13,Mussafah,apartment,1405000,188,7474,corporate
TXN-04407,2024-08-13,Al Bateen,office,40746000,1311,31080,developer
TXN-01215,2024-08-14,Al Raha Beach,apartment,2331000,173,13474,fund
TXN-03249,2024-08-14,Zayed City,land,33137000,8607,3850,corporate
TXN-04166,2024-08-14,Mussafah,villa,4434000,626,7083,individual
TXN-04497,2024-08-14,Al Shamkha,hotel,43810000,6855,6391,individual
TXN-04659,2024-08-14,Al Reef,villa,2236000,275,8130,individual
TXN-00955,2024-08-15,Khalifa City,office,19092000,1379,13845,individual
TXN-02447,2024-08-16,Al Ghadeer,apartment,999000,160,6245,corporate
TXN-03524,2024-08-16,Al Reef,land,70991000,25862,2745,corporate
TXN-04510,2024-08-16,Mohammed Bin Zayed City,townhouse,2233000,209,10686,developer
TXN-04849,2024-08-16,Al Bateen,apartment,1461000,80,18265,fund
TXN-01062,2024-08-18,Al Reem Island,retail,11429000,619,18463,developer
TXN-03680,2024-08-18,Al Shamkha,hotel,23478000,5614,4182,corporate
TXN-03974,2024-08-18,Al Reem Island,hotel,94100000,9964,9444,developer
TXN-00961,2024-08-19,Yas Island,apartment,3227000,210,15368,developer
TXN-01121,2024-08-19,Danet Abu Dhabi,land,86424000,22565,3830,developer
TXN-01308,2024-08-19,Yas Island,apartment,1682000,119,14136,corporate
TXN-01730,2024-08-19,Al Reef,land,66112000,27720,2385,individual
TXN-03753,2024-08-19,Mohammed Bin Zayed City,retail,7121000,682,10442,corporate
TXN-04137,2024-08-19,Corniche,apartment,2866000,150,19109,fund
TXN-01485,2024-08-20,Mussafah,villa,1651000,300,5504,corporate
TXN-02409,2024-08-20,Mussafah,retail,6411000,719,8916,individual
TXN-02527,2024-08-20,Al Bateen,hotel,106724000,10055,10614,individual
TXN-03932,2024-08-20,Mussafah,warehouse,7965000,4523,1761,individual
TXN-02813,2024-08-21,Saadiyat Island,townhouse,11457000,347,33018,individual
TXN-03082,2024-08-21,Al Maryah Island,land,200223000,27394,7309,corporate
TXN-03175,2024-08-21,Mohammed Bin Zayed City,villa,4047000,340,11902,individual
TXN-04191,2024-08-21,Khalifa City,hotel,46154000,6144,7512,corporate
TXN-00223,2024-08-22,Al Maqta,hotel,47892000,9758,4908,individual
TXN-01746,2024-08-23,Khalifa City,apartment,2999000,226,13269,corporate
TXN-02642,2024-08-23,Al Maqta,villa,8324000,625,13319,developer
TXN-03348,2024-08-23,Danet Abu Dhabi,villa,6970000,390,17872,developer
TXN-03353,2024-08-23,Khalifa City,apartment,1154000,102,11309,corporate
TXN-03905,2024-08-23,Al Bahia,retail,1329000,106,12534,developer
TXN-04204,2024-08-23,Al Bahia,retail,1958000,141,13886,corporate
TXN-01981,2024-08-24,Al Bateen,land,103098000,15569,6622,fund
TXN-02303,2024-08-24,Al Shamkha,townhouse,1918000,235,8161,individual
TXN-04060,2024-08-24,Al Raha Beach,office,15251000,728,20949,fund
TXN-04115,2024-08-24,Corniche,land,32392000,5340,6066,corporate
TXN-00730,2024-08-25,Al Maryah Island,apartment,1829000,74,24711,fund
TXN-01478,2024-08-25,Saadiyat Island,land,49588000,8240,6018,individual
TXN-02442,2024-08-25,Al Khalidiyah,villa,5077000,314,16169,developer
TXN-02614,2024-08-25,Mussafah,townhouse,2267000,324,6996,individual
TXN-04923,2024-08-25,Al Maqta,land,35377000,10293,3437,corporate
TXN-03213,2024-08-26,Saadiyat Island,land,69088000,8180,8446,individual
TXN-04728,2024-08-26,Al Reef,land,66051000,26698,2474,developer
TXN-02074,2024-08-27,Al Bateen,apartment,1920000,94,20423,individual
TXN-02479,2024-08-28,Saadiyat Island,villa,6711000,298,22521,corporate
TXN-02768,2024-08-28,Al Bahia,land,26928000,8982,2998,corporate
TXN-03500,2024-08-28,Al Khalidiyah,apartment,3217000,217,14824,individual
TXN-04785,2024-08-28,Zayed City,apartment,1428000,175,8161,fund
TXN-02724,2024-08-29,Saadiyat Island,villa,15725000,631,24921,individual
TXN-00553,2024-08-30,Corniche,townhouse,3119000,220,14177,individual
TXN-02300,2024-08-30,Danet Abu Dhabi,apartment,2494000,182,13704,corporate
TXN-03771,2024-08-30,Corniche,townhouse,3169000,184,17222,corporate
TXN-04256,2024-08-30,Saadiyat Island,retail,20980000,695,30187,individual
TXN-00390,2024-08-31,Zayed City,villa,7310000,586,12475,fund
TXN-01079,2024-08-31,Corniche,townhouse,4757000,305,15597,individual
TXN-01319,2024-08-31,Al Bahia,apartment,2002000,212,9444,fund
TXN-01382,2024-08-31,Al Reem Island,hotel,94522000,10968,8618,developer
TXN-01949,2024-08-31,Al Bateen,land,196465000,28610,6867,fund
TXN-02304,2024-08-31,Masdar City,townhouse,5209000,346,15055,individual
TXN-02565,2024-08-31,Al Maqta,warehouse,7907000,3857,2050,developer
TXN-02773,2024-08-31,Al Maryah Island,apartment,7875000,226,34843,corporate
TXN-03498,2024-08-31,Al Ghadeer,villa,4101000,380,10791,individual
TXN-01677,2024-09-01,Corniche,apartment,1500000,99,15152,individual
TXN-01721,2024-09-01,Al Bahia,land,60539000,16118,3756,developer
TXN-02556,2024-09-01,Al Bahia,villa,5737000,651,8813,developer
TXN-02783,2024-09-01,Al Reef,apartment,2270000,212,10706,individual
TXN-03339,2024-09-01,Al Khalidiyah,townhouse,7142000,328,21773,corporate
TXN-04321,2024-09-01,Al Reem Island,townhouse,3236000,219,14774,fund
TXN-04609,2024-09-01,Al Ghadeer,villa,3185000,426,7476,corporate
TXN-00024,2024-09-03,Masdar City,land,22986000,5649,4069,corporate
TXN-00361,2024-09-03,Al Shamkha,townhouse,1929000,241,8003,corporate
TXN-00169,2024-09-04,Yas Island,office,18573000,1240,14978,individual
TXN-01295,2024-09-04,Saadiyat Island,apartment,4686000,252,18597,corporate
TXN-02869,2024-09-04,Al Shamkha,apartment,861000,96,8969,developer
TXN-03362,2024-09-05,Al Maryah Island,apartment,5914000,226,26166,individual
TXN-03872,2024-09-05,Zayed City,apartment,1748000,211,8286,fund
TXN-03233,2024-09-06,Al Ghadeer,retail,5196000,549,9465,individual
TXN-03283,2024-09-06,Al Zahiyah,apartment,2211000,193,11455,individual
TXN-03665,2024-09-06,Al Zahiyah,office,3351000,282,11882,corporate
TXN-03734,2024-09-06,Saadiyat Island,apartment,5063000,229,22110,developer
TXN-04667,2024-09-06,Al Maqta,apartment,1869000,180,10385,individual
TXN-00624,2024-09-07,Al Bahia,land,94775000,22706,4174,fund
TXN-00641,2024-09-07,Al Shamkha,villa,4348000,548,7935,corporate
TXN-00942,2024-09-07,Mussafah,hotel,30088000,9221,3263,corporate
TXN-01411,2024-09-07,Al Bateen,townhouse,5858000,270,21698,developer
TXN-02433,2024-09-07,Danet Abu Dhabi,land,107740000,20082,5365,developer
TXN-02540,2024-09-07,Al Zahiyah,warehouse,8697000,4331,2008,fund
TXN-04545,2024-09-07,Al Bahia,apartment,1047000,155,6755,individual
TXN-00195,2024-09-08,Al Ghadeer,land,21283000,9705,2193,developer
TXN-02817,2024-09-08,Al Zahiyah,apartment,2600000,243,10699,individual
TXN-04648,2024-09-08,Al Bateen,hotel,75159000,6571,11438,individual
TXN-01983,2024-09-09,Al Bateen,apartment,2103000,112,18773,individual
TXN-03817,2024-09-09,Al Bahia,hotel,37832000,7319,5169,corporate
TXN-04223,2024-09-09,Mohammed Bin Zayed City,apartment,987000,106,9307,individual
TXN-00372,2024-09-10,Al Raha Beach,hotel,72757000,7769,9365,fund
TXN-00474,2024-09-10,Al Reem Island,retail,8089000,494,16375,fund
TXN-03157,2024-09-10,Al Reef,apartment,1559000,184,8473,corporate
TXN-03466,2024-09-10,Mohammed Bin Zayed City,apartment,1839000,181,10161,fund
TXN-03958,2024-09-10,Al Zahiyah,office,6908000,552,12515,developer
TXN-00140,2024-09-11,Mohammed Bin Zayed City,apartment,1881000,184,10225,individual
TXN-01182,2024-09-11,Yas Island,apartment,1031000,86,11992,developer
TXN-02602,2024-09-11,Al Shamkha,villa,6776000,688,9849,developer
TXN-02897,2024-09-11,Mohammed Bin Zayed City,apartment,1111000,109,10190,individual
TXN-03115,2024-09-11,Al Bateen,land,191329000,27189,7037,developer
TXN-03716,2024-09-11,Al Reem Island,villa,8616000,481,17913,individual
TXN-00203,2024-09-12,Al Ghadeer,retail,983000,109,9022,corporate
TXN-04864,2024-09-12,Mohammed Bin Zayed City,apartment,1318000,171,7709,developer
TXN-02105,2024-09-13,Al Shamkha,apartment,1483000,154,9633,corporate
TXN-02567,2024-09-13,Zayed City,apartment,919000,97,9476,developer
TXN-02993,2024-09-13,Al Zahiyah,villa,9667000,628,15394,developer
TXN-03527,2024-09-13,Al Zahiyah,apartment,1301000,105,12389,corporate
TXN-00115,2024-09-14,Al Bateen,land,141447000,22899,6177,individual
TXN-01598,2024-09-14,Al Khalidiyah,villa,12765000,698,18288,individual
TXN-02503,2024-09-14,Al Maryah Island,apartment,3478000,169,20578,fund
TXN-02879,2024-09-14,Al Khalidiyah,warehouse,16494000,4464,3695,individual
TXN-02988,2024-09-14,Al Khalidiyah,land,122667000,23921,5128,corporate
TXN-03565,2024-09-14,Al Reef,apartment,1032000,161,6412,corporate
TXN-04682,2024-09-14,Al Shamkha,apartment,1652000,252,6556,corporate
TXN-04879,2024-09-14,Mussafah,villa,5031000,620,8114,fund
TXN-02373,2024-09-15,Zayed City,villa,2637000,290,9094,corporate
TXN-02730,2024-09-15,Al Maqta,apartment,769000,83,9260,individual
TXN-03081,2024-09-15,Al Ghadeer,office,8724000,1358,6424,corporate
TXN-01027,2024-09-16,Al Maryah Island,office,17132000,663,25840,developer
TXN-02468,2024-09-16,Mohammed Bin Zayed City,retail,8647000,767,11274,developer
TXN-00889,2024-09-17,Al Khalidiyah,warehouse,12198000,2844,4289,corporate
TXN-01594,2024-09-17,Al Bahia,villa,3097000,319,9709,individual
TXN-03083,2024-09-17,Al Khalidiyah,villa,5108000,255,20031,corporate
TXN-03676,2024-09-17,Al Raha Beach,townhouse,2725000,208,13099,corporate
TXN-04226,2024-09-17,Saadiyat Island,warehouse,33100000,5444,6080,individual
TXN-00248,2024-09-18,Al Raha Beach,apartment,2580000,149,17317,corporate
TXN-02742,2024-09-18,Al Shamkha,office,8823000,1195,7383,corporate
TXN-04546,2024-09-18,Mussafah,office,1875000,160,11716,individual
TXN-04881,2024-09-18,Al Raha Beach,villa,5031000,319,15771,individual
TXN-01065,2024-09-19,Corniche,office,11496000,629,18277,individual
TXN-02980,2024-09-20,Corniche,townhouse,5348000,343,15592,corporate
TXN-04635,2024-09-20,Al Shamkha,retail,2009000,240,8369,fund
TXN-04994,2024-09-20,Al Zahiyah,apartment,1372000,101,13582,individual
TXN-00936,2024-09-21,Al Reem Island,office,15272000,980,15584,individual
TXN-01691,2024-09-21,Yas Island,apartment,3376000,216,15629,developer
TXN-01716,2024-09-21,Khalifa City,land,76787000,26118,2940,corporate
TXN-01757,2024-09-21,Al Khalidiyah,apartment,2250000,148,15203,developer
TXN-02494,2024-09-21,Saadiyat Island,villa,17940000,656,27348,corporate
TXN-03201,2024-09-21,Al Reef,villa,4227000,394,10729,developer
TXN-04162,2024-09-21,Al Maryah Island,apartment,3435000,151,22749,individual
TXN-00182,2024-09-22,Al Reef,villa,2437000,288,8461,developer
TXN-03360,2024-09-22,Al Raha Beach,office,5412000,321,16859,individual
TXN-01475,2024-09-23,Al Maryah Island,apartment,1550000,78,19868,individual
TXN-01707,2024-09-23,Mohammed Bin Zayed City,apartment,3173000,241,13168,individual
TXN-03920,2024-09-23,Al Zahiyah,office,5301000,316,16774,fund
TXN-04914,2024-09-23,Al Zahiyah,retail,3116000,179,17407,individual
TXN-00918,2024-09-24,Al Ghadeer,land,29791000,7921,3761,individual
TXN-01699,2024-09-24,Al Maqta,villa,5678000,599,9479,corporate
TXN-03821,2024-09-24,Zayed City,villa,4731000,341,13874,developer
TXN-04125,2024-09-24,Al Zahiyah,apartment,3046000,225,13540,fund
TXN-01623,2024-09-25,Zayed City,apartment,1926000,160,12036,corporate
TXN-02769,2024-09-25,Mussafah,apartment,1672000,215,7777,individual
TXN-04388,2024-09-25,Yas Island,townhouse,3441000,307,11208,corporate
TXN-03805,2024-09-26,Corniche,retail,8468000,381,22226,individual
TXN-01908,2024-09-27,Al Maryah Island,hotel,180966000,11179,16188,developer
TXN-02158,2024-09-27,Yas Island,villa,5231000,366,14292,corporate
TXN-03623,2024-09-27,Al Zahiyah,land,91121000,19634,4641,individual
TXN-04632,2024-09-27,Danet Abu Dhabi,townhouse,3424000,256,13374,corporate
TXN-04689,2024-09-27,Saadiyat Island,villa,4842000,250,19367,corporate
TXN-00279,2024-09-28,Al Khalidiyah,apartment,1493000,145,10297,fund
TXN-01591,2024-09-28,Yas Island,apartment,2812000,169,16641,corporate
TXN-02469,2024-09-28,Al Maryah Island,townhouse,7636000,232,32914,individual
TXN-03186,2024-09-28,Corniche,apartment,1515000,101,15000,individual
TXN-04316,2024-09-28,Mohammed Bin Zayed City,apartment,2557000,259,9873,corporate
TXN-01373,2024-09-29,Al Shamkha,retail,5244000,523,10026,corporate
TXN-01627,2024-09-29,Yas Island,townhouse,4531000,209,21679,corporate
TXN-03743,2024-09-29,Al Zahiyah,apartment,2917000,237,12307,individual
TXN-03943,2024-09-29,Saadiyat Island,land,79875000,10791,7402,developer
TXN-00202,2024-09-30,Al Ghadeer,office,1757000,197,8918,developer
TXN-00245,2024-09-30,Yas Island,villa,9071000,519,17478,corporate
TXN-02046,2024-09-30,Al Reem Island,villa,7351000,422,17419,individual
TXN-02175,2024-09-30,Al Raha Beach,townhouse,4997000,290,17232,corporate
TXN-03452,2024-09-30,Khalifa City,apartment,1085000,115,9434,fund
TXN-00337,2024-10-01,Al Bateen,villa,14199000,670,21192,corporate
TXN-02190,2024-10-01,Saadiyat Island,villa,15460000,515,30019,individual
TXN-02862,2024-10-01,Al Maqta,apartment,1757000,185,9499,individual
TXN-02999,2024-10-01,Saadiyat Island,retail,8539000,343,24896,individual
TXN-03163,2024-10-01,Al Maqta,apartment,2288000,229,9992,individual
TXN-04637,2024-10-01,Al Raha Beach,apartment,2983000,232,12857,developer
TXN-00198,2024-10-02,Zayed City,office,5847000,527,11094,individual
TXN-00496,2024-10-02,Al Maryah Island,hotel,88107000,5732,15371,individual
TXN-00983,2024-10-02,Masdar City,apartment,2701000,178,15173,fund
TXN-01432,2024-10-02,Al Bahia,townhouse,2468000,275,8973,individual
TXN-02432,2024-10-02,Khalifa City,apartment,760000,62,12254,developer
TXN-02888,2024-10-02,Al Maryah Island,land,33941000,4659,7285,individual
TXN-03592,2024-10-02,Al Raha Beach,villa,6465000,378,17103,fund
TXN-04430,2024-10-02,Danet Abu Dhabi,retail,4091000,265,15437,fund
TXN-00366,2024-10-03,Mussafah,retail,9072000,850,10673,corporate
TXN-01438,2024-10-03,Saadiyat Island,villa,13023000,548,23765,fund
TXN-01733,2024-10-03,Al Khalidiyah,villa,6632000,402,16498,corporate
TXN-02253,2024-10-03,Saadiyat Island,land,53982000,7746,6969,fund
TXN-00004,2024-10-04,Al Khalidiyah,retail,6325000,390,16217,individual
TXN-00975,2024-10-04,Mohammed Bin Zayed City,land,46259000,16658,2777,individual
TXN-01531,2024-10-04,Al Bateen,apartment,1716000,95,18061,developer
TXN-03057,2024-10-04,Corniche,apartment,2490000,141,17660,corporate
TXN-03797,2024-10-04,Mohammed Bin Zayed City,townhouse,3096000,275,11259,individual
TXN-00677,2024-10-05,Al Reef,townhouse,2779000,249,11160,corporate
TXN-01813,2024-10-05,Al Reef,villa,5233000,631,8293,individual
TXN-04056,2024-10-05,Mussafah,villa,3280000,480,6834,individual
TXN-04522,2024-10-05,Corniche,villa,11180000,473,23636,individual
TXN-04813,2024-10-05,Al Ghadeer,townhouse,2352000,354,6644,individual
TXN-04870,2024-10-05,Al Reem Island,land,32720000,6211,5268,developer
TXN-00774,2024-10-06,Saadiyat Island,land,47819000,6703,7134,developer
TXN-03895,2024-10-06,Al Reef,land,43976000,19145,2297,fund
TXN-00895,2024-10-07,Al Bahia,office,13180000,1177,11198,fund
TXN-02140,2024-10-07,Saadiyat Island,land,78630000,7924,9923,corporate
TXN-01925,2024-10-08,Al Shamkha,land,67795000,22842,2968,individual
TXN-02546,2024-10-08,Zayed City,townhouse,3819000,313,12200,individual
TXN-02923,2024-10-08,Corniche,warehouse,9066000,2422,3743,fund
TXN-04655,2024-10-08,Mohammed Bin Zayed City,hotel,22848000,4779,4781,corporate
TXN-00865,2024-10-09,Al Ghadeer,office,5460000,799,6833,fund
TXN-01040,2024-10-09,Yas Island,land,18101000,4514,4010,fund
TXN-03014,2024-10-09,Al Shamkha,apartment,2237000,221,10120,individual
TXN-03285,2024-10-09,Al Shamkha,villa,5500000,520,10577,developer
TXN-03823,2024-10-09,Al Maryah Island,office,33493000,1159,28898,fund
TXN-04122,2024-10-09,Saadiyat Island,retail,2033000,67,30349,individual
TXN-04180,2024-10-09,Saadiyat Island,townhouse,3690000,206,17913,developer
TXN-04931,2024-10-09,Al Khalidiyah,retail,7867000,534,14732,developer
TXN-00187,2024-10-10,Zayed City,villa,6595000,502,13137,developer
TXN-01066,2024-10-10,Saadiyat Island,land,73201000,9570,7649,individual
TXN-02309,2024-10-10,Mohammed Bin Zayed City,warehouse,9243000,3905,2367,corporate
TXN-00783,2024-10-12,Al Shamkha,villa,5685000,501,11348,individual
TXN-01386,2024-10-12,Al Bahia,apartment,1416000,149,9503,individual
TXN-01837,2024-10-12,Masdar City,apartment,2149000,175,12278,fund
TXN-02135,2024-10-12,Al Bahia,land,15449000,6779,2279,corporate
TXN-02586,2024-10-12,Al Zahiyah,apartment,2171000,159,13655,individual
TXN-03468,2024-10-12,Al Maqta,retail,6454000,563,11464,individual
TXN-03939,2024-10-12,Mussafah,land,22995000,10811,2127,individual
TXN-04537,2024-10-13,Khalifa City,apartment,1459000,145,10060,individual
TXN-01928,2024-10-14,Al Maqta,office,4316000,296,14581,individual
TXN-04396,2024-10-14,Al Zahiyah,villa,4038000,354,11406,individual
TXN-00732,2024-10-15,Al Reem Island,retail,6597000,403,16369,individual
TXN-04798,2024-10-15,Al Ghadeer,retail,1195000,118,10129,individual
TXN-00946,2024-10-16,Al Zahiyah,office,11829000,906,13056,individual
TXN-02683,2024-10-16,Al Shamkha,villa,5353000,651,8222,individual
TXN-02948,2024-10-16,Zayed City,townhouse,3510000,329,10668,corporate
TXN-01700,2024-10-17,Al Maryah Island,apartment,4779000,169,28280,individual
TXN-01824,2024-10-17,Al Reem Island,villa,5182000,376,13783,individual
TXN-02155,2024-10-17,Mohammed Bin Zayed City,apartment,1783000,165,10806,developer
TXN-04944,2024-10-17,Al Ghadeer,hotel,20285000,4689,4326,corporate
TXN-00332,2024-10-18,Yas Island,land,152596000,26134,5839,individual
TXN-01196,2024-10-18,Al Bateen,land,68098000,11802,5770,individual
TXN-02658,2024-10-18,Khalifa City,office,2318000,232,9990,individual
TXN-03811,2024-10-18,Mohammed Bin Zayed City,land,70501000,20294,3474,individual
TXN-04617,2024-10-18,Al Reef,land,48748000,11724,4158,fund
TXN-00135,2024-10-19,Masdar City,retail,9842000,589,16709,individual
TXN-00161,2024-10-19,Mohammed Bin Zayed City,office,9036000,845,10693,developer
TXN-03374,2024-10-19,Al Bahia,land,66555000,29384,2265,individual
TXN-00635,2024-10-20,Al Reef,land,50866000,18463,2755,developer
TXN-01000,2024-10-20,Al Zahiyah,villa,3660000,364,10054,fund
TXN-01350,2024-10-20,Zayed City,office,6572000,675,9736,corporate
TXN-02858,2024-10-20,Masdar City,townhouse,2591000,183,14158,individual
TXN-04587,2024-10-20,Zayed City,apartment,2194000,212,10348,corporate
TXN-04695,2024-10-20,Zayed City,office,6823000,771,8849,corporate
TXN-00020,2024-10-21,Al Bahia,land,21967000,6689,3284,individual
TXN-01489,2024-10-21,Al Zahiyah,apartment,1378000,133,10361,individual
TXN-02242,2024-10-21,Al Bahia,retail,7998000,589,13579,individual
TXN-02966,2024-10-21,Al Maryah Island,warehouse,32455000,5402,6008,fund
TXN-04960,2024-10-21,Zayed City,office,3060000,296,10337,individual
TXN-01061,2024-10-22,Yas Island,villa,5794000,315,18395,corporate
TXN-01243,2024-10-22,Al Reem Island,retail,5640000,314,17961,individual
TXN-03451,2024-10-23,Corniche,apartment,2079000,141,14746,fund
TXN-03534,2024-10-23,Danet Abu Dhabi,office,3546000,283,12530,individual
TXN-04860,2024-10-23,Al Ghadeer,office,5329000,670,7953,individual
TXN-03789,2024-10-24,Al Bahia,hotel,67567000,11314,5972,individual
TXN-04449,2024-10-24,Mohammed Bin Zayed City,townhouse,3990000,353,11303,individual
TXN-04697,2024-10-24,Al Maryah Island,retail,4606000,148,31122,individual
TXN-03815,2024-10-25,Masdar City,land,132132000,20476,6453,individual
TXN-04653,2024-10-25,Saadiyat Island,apartment,5723000,183,31271,fund
TXN-00458,2024-10-26,Al Maryah Island,office,23008000,951,24194,developer
TXN-02365,2024-10-26,Al Maryah Island,office,19890000,822,24197,fund
TXN-03247,2024-10-26,Al Khalidiyah,apartment,1890000,140,13500,individual
TXN-03843,2024-10-26,Khalifa City,retail,3798000,320,11870,corporate
TXN-00597,2024-10-27,Zayed City,villa,7990000,655,12199,individual
TXN-02737,2024-10-27,Al Reef,townhouse,2742000,297,9233,fund
TXN-02794,2024-10-27,Saadiyat Island,hotel,73174000,5367,13634,developer
TXN-04108,2024-10-27,Yas Island,warehouse,20793000,5747,3618,corporate
TXN-01603,2024-10-28,Al Raha Beach,apartment,1674000,113,14814,fund
TXN-01624,2024-10-28,Al Maryah Island,townhouse,10246000,335,30585,individual
TXN-02603,2024-10-28,Al Reem Island,villa,15508000,633,24499,corporate
TXN-00164,2024-10-29,Al Zahiyah,apartment,2578000,231,11159,fund
TXN-01795,2024-10-29,Khalifa City,apartment,969000,94,10310,individual
TXN-02590,2024-10-29,Corniche,villa,11185000,624,17925,individual
TXN-03067,2024-10-29,Al Reef,villa,3518000,277,12700,individual
TXN-03268,2024-10-29,Al Bahia,apartment,1383000,180,7683,individual
TXN-00262,2024-10-30,Al Shamkha,villa,6909000,655,10548,corporate
TXN-00379,2024-10-30,Al Reef,townhouse,1674000,180,9301,fund
TXN-00603,2024-10-30,Yas Island,hotel,130472000,9876,13211,corporate
TXN-00861,2024-10-30,Al Reem Island,land,83073000,13025,6378,developer
TXN-01786,2024-10-30,Masdar City,apartment,1064000,77,13815,corporate
TXN-03546,2024-10-30,Al Reef,apartment,1141000,163,7001,corporate
TXN-03697,2024-10-30,Al Maqta,office,5468000,621,8805,corporate
TXN-00159,2024-10-31,Khalifa City,apartment,1797000,194,9263,developer
TXN-00475,2024-10-31,Masdar City,apartment,2847000,177,16083,individual
TXN-01767,2024-10-31,Khalifa City,apartment,1465000,147,9965,corporate
TXN-04313,2024-10-31,Al Khalidiyah,retail,5687000,308,18465,individual
TXN-04355,2024-10-31,Zayed City,office,3045000,301,10115,individual
TXN-04456,2024-10-31,Al Shamkha,villa,3852000,405,9512,individual
TXN-00137,2024-11-01,Zayed City,apartment,1107000,118,9381,developer
TXN-00313,2024-11-01,Corniche,apartment,2254000,126,17887,corporate
TXN-00397,2024-11-01,Al Reef,retail,2047000,165,12404,corporate
TXN-04092,2024-11-01,Al Ghadeer,retail,5531000,625,8850,individual
TXN-04831,2024-11-01,Yas Island,apartment,1832000,111,16509,individual
TXN-00289,2024-11-02,Al Reef,apartment,1580000,214,7382,fund
TXN-03616,2024-11-02,Al Maqta,townhouse,2840000,229,12403,developer
TXN-03784,2024-11-02,Masdar City,townhouse,3087000,213,14493,individual
TXN-04513,2024-11-02,Al Reef,hotel,25955000,5677,4572,individual
TXN-00863,2024-11-03,Al Zahiyah,apartment,1290000,99,13030,corporate
TXN-02633,2024-11-03,Mohammed Bin Zayed City,retail,8948000,781,11457,fund
TXN-02953,2024-11-03,Al Reef,apartment,1133000,123,9212,fund
TXN-03867,2024-11-03,Mussafah,apartment,1223000,227,5388,developer
TXN-04415,2024-11-03,Yas Island,land,30583000,5203,5878,individual
TXN-04641,2024-11-03,Al Shamkha,apartment,611000,68,8990,fund
TXN-00241,2024-11-04,Al Reem Island,apartment,1045000,70,14929,individual
TXN-01569,2024-11-04,Danet Abu Dhabi,apartment,1737000,116,14977,individual
TXN-03048,2024-11-04,Corniche,villa,9493000,525,18081,corporate
TXN-04099,2024-11-04,Al Reem Island,land,36080000,7404,4873,developer
TXN-03023,2024-11-05,Al Shamkha,office,11308000,987,11457,developer
TXN-04936,2024-11-05,Al Maqta,apartment,944000,91,10372,developer
TXN-00505,2024-11-06,Corniche,apartment,3826000,237,16144,individual
TXN-01292,2024-11-06,Al Zahiyah,villa,4888000,332,14723,individual
TXN-02706,2024-11-06,Al Maqta,retail,6039000,442,13664,developer
TXN-03786,2024-11-06,Danet Abu Dhabi,apartment,2100000,187,11231,corporate
TXN-01452,2024-11-07,Al Ghadeer,villa,3687000,382,9652,individual
TXN-01880,2024-11-07,Zayed City,villa,3872000,313,12370,individual
TXN-02111,2024-11-07,Al Maqta,villa,3771000,343,10994,fund
TXN-02718,2024-11-07,Corniche,villa,13307000,525,25347,developer
TXN-03750,2024-11-07,Saadiyat Island,apartment,2322000,116,20015,corporate
TXN-03924,2024-11-07,Danet Abu Dhabi,retail,3235000,149,21712,fund
TXN-04465,2024-11-07,Yas Island,retail,8242000,502,16418,developer
TXN-01606,2024-11-08,Al Maqta,villa,4230000,401,10548,developer
TXN-02528,2024-11-08,Al Ghadeer,hotel,32080000,7132,4498,fund
TXN-04103,2024-11-08,Khalifa City,townhouse,3778000,316,11955,individual
TXN-03890,2024-11-09,Al Bateen,retail,4222000,157,26889,fund
TXN-03908,2024-11-09,Masdar City,apartment,1540000,129,11935,developer
TXN-04842,2024-11-09,Al Reem Island,apartment,1799000,123,14630,fund
TXN-01322,2024-11-10,Al Ghadeer,villa,5248000,523,10034,individual
TXN-02110,2024-11-10,Al Khalidiyah,apartment,1102000,66,16703,individual
TXN-03937,2024-11-10,Al Shamkha,villa,3632000,347,10466,individual
TXN-04390,2024-11-10,Al Ghadeer,townhouse,1909000,329,5803,fund
TXN-00369,2024-11-11,Al Maryah Island,warehouse,15229000,2964,5138,individual
TXN-01015,2024-11-11,Al Reef,retail,3833000,448,8555,fund
TXN-01251,2024-11-11,Masdar City,apartment,2970000,208,14278,individual
TXN-03371,2024-11-11,Al Reef,apartment,1155000,180,6414,individual
TXN-04261,2024-11-11,Zayed City,retail,12485000,806,15490,individual
TXN-01056,2024-11-12,Al Reem Island,office,8340000,649,12850,individual
TXN-02134,2024-11-12,Corniche,retail,15958000,708,22539,individual
TXN-04956,2024-11-12,Al Ghadeer,villa,4250000,499,8517,corporate
TXN-01911,2024-11-13,Mohammed Bin Zayed City,apartment,2504000,242,10346,corporate
TXN-02020,2024-11-13,Al Reef,land,88884000,28516,3117,individual
TXN-04520,2024-11-13,Al Reef,apartment,542000,63,8608,fund
TXN-01289,2024-11-14,Masdar City,land,112262000,20497,5477,individual
TXN-03106,2024-11-14,Al Zahiyah,office,4435000,349,12709,developer
TXN-04273,2024-11-14,Al Reem Island,apartment,3461000,188,18408,developer
